"annee","pole","hopital","service","chef","note","garde","ECOS","pédagogie..5","avis","matiere"
"DFASM1","Pole 2","Cochin","Onconlogie","GOLDWASSER",14,2,"oui",3.5,"Stage sympa en soit mais on est pas très utile en tant qu’externe ! Service spécialisé dans les sarcomes et les prises en charge complexe donc hors programme. On est plus utile en HDJ où on fait les consultations tous seuls mais ça devient vite redondant. L’hdj est un peu planque mais pas l’hospit. Les chefs sont sympas mais pas trop axés sur la pédagogie, on ne fait pas de visite et ils ne nous apprennent pas grand chose. Stage très interne-dependant ducoup","Cancérologie"
"DFASM1","Pole 2","HEGP","Gastroentérologie endoscopie","Cellier",18,3,"non",4,"Super stage pour maîtriser l’hge, en particulier les voies biliaires et pancréatites (spécialité du service) mais on voit un peu de tout quand même. Cool pour visualiser à quoi ressemble une coloscopie, endoscopie ou encore CPRE en vrai ! En salle c’est très interne dépendant, et sinon l’ensemble du service est agréable et accessible, le chef de service est super bienveillant envers les externes et ne manque pas de prendre de nos nouvelles à chaque staff ! Tous les mercredi matin un externe prépare un cours sous forme de DP qu’il présente en présence d’un chef. Staff tous les mercredis pour les externes en salle. Les visites sont le lundi et le jeudi. Les gardes sont aux urgences de l’hegp. Voilà :))","Hépato-Gastro-Entérologie"
"DFASM1","Pole 2","Necker","Hématologie","HERMINE",17,0,"oui",4,"C’est un très bon stage, il y a une bonne ambiance dans le service et tout le monde est bienveillant et pédagogue. On est la majorité du temps avec les internes.

La salle et l’HDJ sont les deux moments les plus intéressants du stage, on voit des patients et ça nous permet de bien retenir les éléments du collège 
HDJ : on choisit un patient, on va le voir seul puis avec l’interne, on rédige un mot, le fait relire et on peut partir (vers 12h)
Salle : on se répartit les patients, on va les voir tous les jours, puis avec l’interne et éventuellement les chef lors des visites. Les visites sont très sympas, et l’ambiance bienveillante, il faut connaître son patient mais on ne cherche pas à nous piéger. Par contre  elles peuvent commencer très tard et donc finir tard en fonction de l’heure à laquelle décide d’arriver le chef. On fait un mot pour chaque patient, on le fait relire puis on peut partir.
Les trois semaines en labo/consult sont très très chill. On n’est pas très utiles mais ça peut être intéressant. C’est des semaines plutôt vacances.

Il y a une présentation d’article scientifique à faire pendant le stage.

L’évaluation consiste en un cas clinique sur lequel on nous pose des questions, c’est pas très compliqué et ça dure 5 min.

On a cours deux fois par semaine, certains sont plus utiles que d’autres mais il faut être présent dans tous les cas. 
Une semaine sur deux il y a un staff d’anapath
","Hématologie"
"DFASM1","Pole 2","Cochin","Diabétologie","LARGER",16,1,"oui",4.5,"le stage était grave cool en vrai, c’est super intéressant déjà parce que la diabéto c’est un gros morceau du programme et l’avoir vu en vrai ça aide tellement à comprendre plein de choses. mais en plus on voit pas mal d’endocrino hors-diabéto, toutes les maladies associées au diabète ou qui peuvent influencer le diabète. le chef de service est top il est hyper investi dans la formation des étudiants ses cours sont trop bien +++ 
les staffs c’est 50/50 soit des conférences où tout le monde (y compris les internes) se font un peu chier soit des staffs d’observation où c’est super stimulant on nous pose plein de questions on doit essayer de comprendre le cas. 
bref ce stage je recommande globalement c’était bien","Endocrinologie - Nutrition"
"DFASM1","Pole 2","Saint-Joseph","Rhumatologie","Hayem",14,4,"non",2.5,"Non","Rhumatologie"
"DFASM1","Pole 2","Louis Mourier","Département Digestif","Coffin/Moskowicz",16,7,"oui",4.5,"Stage planque+++ faut juste bien s'organiser avec les autres externes

Les lundis, UNIQUEMENT pour ceux qui sont dans le service de gastro il y a des simulations faites par le Pr. Duboc le S type ECOS , extrêmement formateur
Les mercredis, il y a cours fait généralement par le Pr. Mosco pour TOUS les externes 

Pour ceux en chirurgie : les lundi il y a les consultations  (1 personne obligé) avec le Pr. Mosco, après le staff de nutrition (extrêmement chiant mais obligatoire...). Les vendredis il y a la grande visite avec tous les médecins, internes, externes de chirurgie où l'on doit présenter 2 patients par externes MINIMUM (ils sont sympas en général, ils vous cassent pas sauf si vous abusez de la hess. 
Il y a généralement besoin d'un externe par jour au bloc et d'une personne deux personnes en salle : ceux qui sont en salle peuvent quitter beaucoup plus tôt.
Pour ceux en Gastro : les lundis vous aurez la chance de voir le Pr. Duboc avec ses simulations types ECOS extrêmement formateur++++

Franchement c'est un excellent stage et je bous le recommande (surtout qu'on peut se planquer++++ )
Point négatif il y aucune BU à proximité (on peut taffer à l'hôpital mais bon...)

","Hépato-Gastro-Entérologie"
"DFASM1","Pole 2","Institut Mutualiste Montsouris","Pathologie digestive","Soubrane",17,0,"oui",3.5,"Super stage pour commencer l'externat, ou faire une pause après un pôle 1 compliqué.
Permet de découvrir toute la chir dig, et toute l'hépato-gastro, voire la nutrition (faites les consults de nutrition avec Dr. Dagher-Rovani, le vendredi matin !!) en tournant avec ses co-externes entre les différents secteurs sur le premier mois. Une fois ce roulement effectué, dans les faits, on reste très libre pour se balader entre les unités : aller au bloc pour ceux qui aime la chir, en consult, ou rester chez soi.. le stage s'est révélé être assez planque.
Dommage que l'on ai pas eu assez de cours sur le trimestre, faute d'une mauvaise organisation. Je pense qu'à l'avenir - si vous forcez dès le début - et coordonnez les gastro avec les chir dig vous pourrez espérer avoir un cours/semaine..
Pas de garde, et des semaines au bloc très chill pour ceux qui n'aime pas la chir.
Mais aussi des opérations de hautes voltiges, des DPC, du foie en laparo (hépatectomie..), et des oesophages.
Franchement super stage à moduler en fonction de ses ambitions.","Hépato-Gastro-Entérologie"
"DFASM1","Pole 2","Bichat","Chirurgie Generale - Digestive","Msika",14,8,"non",3.5,"Staff tous matin à 8h15 (sauf lundi 8h) 

Bloc : en stérile, on tient quelques instruments si nécessaire, selon le chef on nous explique pas mal de chose. On suture avec l’interne à la fin de l’opération. Moyenne de 2 salles par jour, que l’on doit couvrir ++ (cela passe avant la salle même quand c’est le merde..) 

Salle : 24 patients que l’on se répartie entre externes restant. CRH à faire + évolution 

Garde : tranquille, il est rare de commencer une opération après minuit. On accompagne l’interne donner des avis aux urgences 

Visite le vendredi ou l’on présente chaque patient devant les chefs. 
Cours de temps en temps par les chefs. ","Hépato-Gastro-Entérologie"
"DFASM1","Pole 2","HEGP","Gastro","entéro-endoscopie - CELLIER",18,3,"non",4.5,"Tres bon stage ! On voit toute la gastro c’est pas mal parce que les fiches lisa n’expliquent pas beaucoup. La salle c’est là ou on est le plus utile et on apprend le plus : visites lundi jeudi staff mercredi et on va voir nos patients et on ecrit nos mots d’observation. Mais ca peut etre assez interne dépendant. Les chefs sont super ils répondent a toutes nos questions et nous expliquent plein de trucs. Tous les mercredi cours des externes, un cas clinique que le cca corrige. ","Hépato-Gastro-Entérologie"
"DFASM1","Pole 2","Beaujon","Gastro-Enterologie","Durand",17,0,"oui",4.5,"J'ai adoré mon stage, qui est un stage d'HEPATOLOGIE. Vraiment ça colle parfaitement à l'hépatologie du collège, vous serez calé sur la cirrhose et ses complications. Notre rôle en HDJ est de faire les ponctions d'ascite donc c'est chouette. En hopital de semaine, on fait les bilan pré transplanatation, en reprenant toute l'histoire du patient, ses examens etc. Et en hospit traditionnelle, on a trois ou quatre patients dont on suit la prise en charge. 
Il y a deux visites par semaine en hospit et en hopital de semaine où on présente ses patients. No stress, les médecins sont vraiment sympa, et c'est que du plus d'apprendre à bien présenter ses patients.

Il y a aussi des cours le mercredi midi qui concerne tous les étudiants en gastro de beaujon, ainsi qu'un cours le vendredi matin pour les externes d'hépato. Et pour fini, staff universitaire le vendredi midi, où il y a plusieurs présentations.

Aussi, si vous demandez vous pouvez assister aux différents staff qui ont lieu à midi et qui ne nous sont pas nécessairement dédiés : staff de radio, staff de transplantation, staff d'anapath et staff social. Aussi on peut aller en consultation, mais c'est plutôt l'aprem. En bref, demandez, vous pouvez faire plein de trucs !

L'équipe est très sympa, à la fois les médecins, les internes et les infirmières, je m'y suis sentie très bien et était contente d'aller en stage tous les matins.","Hépato-Gastro-Entérologie"
"DFASM1","Pole 2","Saint-Louis","Hematologie Seniors","Fenaux",17,0,"oui",4.5,"Stage top pour un début d’externat. Horaire super ok 9-12h30 la plupart du temps. Des cours en Hemato le jeudi avec le CCA qui est super pédagogue. Des cours aussi les lundi, mercredi et vendredi. Les cours sont globalement de bonne qualité et permettent de bien aborder l’hématologie qui n’est pas la matière la plus facile du pôle 2. 
En salle, vous allez voir vos patients. Vous notez vos observations sur des cahiers que vous rangez dans le dossier du patient. Il y a un staff le matin de 9-9h20/30. Présence souhaitée je pense. En revanche je suis arrivé souvent en retard et on ne m’a jamais rien dit haha. Les visites ont lieu le mercredi de 10h-12/13h. 
Vous avez au total 4/5 semaines de salle 2 semaines de consultation et 2 semaines d’HDJ.
Vous avez 1 semaine de vacance. 
Les semaines de consultation sont vraiment super bien. Vous apprendrez plein de choses. Stage qui donne goût à l’hématologie, les pronostics et traitement se font de manière assez ciblée (caryotype, NGS, etc) dans certains cas, bien qu’il n’existe à l’heure actuelle pas beaucoup de lignes de traitement …
Vous verrez surtout des Syndromes Myelodysplasiques et des Leucémies Aiguës Myéloïdes.
Les internes ont changé pendant mon stage, mais ceux que j’avais étaient vraiment super gentils.
Il y a une bonne ambiance dans le stage avec toute l’équipe. 
Pas vraiment de taches ingrates. 
Après vous ne vous sentirez pas non plus super utiles, mais en 1er stage d’externat c’est vraiment top. 
Vous apprendrez plein de trucs, foncez !!!","Hématologie"
"DFASM1","Pole 2","Beaujon","Chirurgie Generale - Digestive","Panis",13,4,"oui",2.5,"Stage planque, pas besoin d'être la tous les matins mais par contre faut toujours que y'ai qqn de bloc. Tout le service est italien, téléchargez duolingo 
Ambiance un peu nulle parce que les chefs s'entendent pas entre eux, et le service coule donc ils sont très stressés et ça se sent. Je pense que ça va pas aller en s'arrangeant donc prenez en compte que c'est pas un stage détendant.","Hépato-Gastro-Entérologie"
"DFASM1","Pole 2","Saint-Louis","Hematologie Seniors","Fenaux",15,0,"oui",4,"C'est un stage ou on est quand même obligé d'aller tous les matins, mais peut être qu'avec les D4 qui viennent d'arriver pour pourrier vous organiser pour ne pas venir 1 fois par semaine quand vous êtes en hospitalisation, il y a plein de cours ( peut-être un peu trop) organisé en commun avec tous les services d'hématologie, et le CCA essayait d'en faire en plus 1 par semaine le jeudi ou il expliquait vraiment bien. En HDJ le rôle est un peu celui d'une secrétaire ou on trie les bio et pas vraiment palpitant mais on finit plus tôt généralement, les consultations sont sympa on peut poser des questions ou nous explique bien tout ça. En hospitalisation l'équipe est bienveillante et l'ambiance est sympa fin ça peut être un peu dure quand les patients vont mal mais on est plutôt bien encadrée. Semaine typique en hospitalisation: Lundi visite des internes, mercredi c'est au externes de présenter les patients au chef de service, puis essayer de voir ses patients tous les jours. Les cours en communs étaient les lundis, mercredis et vendredi à 12H mais parfois il y en avait trop.","Hématologie"
